transaction_year,transaction_month,transaction_day,line,station_name,station_number,town,longitude,latitude,passage_cnt,passanger_cnt,date
2025,5,26,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1386,604,2025-05-26
2025,9,1,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2639,1439,2025-09-01
2025,10,25,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2476,1024,2025-10-25
2025,12,14,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1885,1099,2025-12-14
2025,5,7,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2056,1141,2025-05-07
2025,10,2,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2775,1252,2025-10-02
2025,1,24,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2240,1285,2025-01-24
2025,3,4,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1330,893,2025-03-04
2025,7,30,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2247,1056,2025-07-30
2025,4,21,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2291,1187,2025-04-21
2025,12,28,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1504,672,2025-12-28
2025,6,7,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3131,1582,2025-06-07
2025,8,6,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1344,482,2025-08-06
2025,4,5,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3108,1596,2025-04-05
2025,3,11,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1427,868,2025-03-11
2025,3,30,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3070,1804,2025-03-30
2025,3,29,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2891,1571,2025-03-29
2025,5,25,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2598,1297,2025-05-25
2025,6,27,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2313,1108,2025-06-27
2025,3,2,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2096,1197,2025-03-02
2025,3,27,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2074,1219,2025-03-27
2025,8,15,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,702,153,2025-08-15
2025,7,22,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2635,1422,2025-07-22
2025,7,7,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2488,1433,2025-07-07
2025,10,1,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2560,1439,2025-10-01
2025,1,10,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1913,1144,2025-01-10
2025,11,18,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2185,1234,2025-11-18
2025,7,19,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3120,1648,2025-07-19
2025,1,29,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2077,1315,2025-01-29
2025,6,13,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2373,1232,2025-06-13
2025,6,11,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2299,1190,2025-06-11
2025,12,21,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2100,1178,2025-12-21
2025,7,9,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2301,1250,2025-07-09
2025,11,29,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2824,914,2025-11-29
2025,3,18,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,734,302,2025-03-18
2025,4,27,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1116,435,2025-04-27
2025,5,28,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2401,1513,2025-05-28
2025,5,2,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2496,1049,2025-05-02
2025,5,7,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2525,1602,2025-05-07
2025,7,31,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2871,1467,2025-07-31
2025,11,2,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2198,1185,2025-11-02
2025,7,2,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2691,1596,2025-07-02
2025,11,7,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2744,1290,2025-11-07
2025,12,7,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1279,588,2025-12-07
2025,3,13,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1663,959,2025-03-13
2025,5,30,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2486,1119,2025-05-30
2025,5,5,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1999,1141,2025-05-05
2025,1,11,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1258,613,2025-01-11
2025,4,17,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2368,1146,2025-04-17
2025,1,23,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2512,1398,2025-01-23
2025,11,25,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2333,1289,2025-11-25
2025,10,6,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2685,1415,2025-10-06
2025,12,2,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2015,1249,2025-12-02
2025,9,29,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1660,874,2025-09-29
2025,8,29,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2345,1234,2025-08-29
2025,10,10,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2498,1120,2025-10-10
2025,11,14,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2467,1229,2025-11-14
2025,6,18,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2928,1641,2025-06-18
2025,5,19,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2976,1645,2025-05-19
2025,8,22,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2910,1478,2025-08-22
2025,5,18,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2593,1274,2025-05-18
2025,9,14,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2525,1248,2025-09-14
2025,6,5,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2449,1301,2025-06-05
2025,11,26,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2087,1179,2025-11-26
2025,10,12,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2870,1410,2025-10-12
2025,4,16,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2207,1125,2025-04-16
2025,4,21,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2781,1501,2025-04-21
2025,12,23,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1587,653,2025-12-23
2025,3,30,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2889,1634,2025-03-30
2025,4,22,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2362,1116,2025-04-22
2025,9,11,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2929,1415,2025-09-11
2025,10,3,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2587,1163,2025-10-03
2025,12,12,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2119,1297,2025-12-12
2025,1,18,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2129,1233,2025-01-18
2025,1,13,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,837,426,2025-01-13
2025,11,1,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2855,1311,2025-11-01
2025,3,1,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2270,1366,2025-03-01
2025,10,8,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2262,984,2025-10-08
2025,8,18,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2882,1407,2025-08-18
2025,7,14,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2211,1138,2025-07-14
2025,8,25,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2667,1457,2025-08-25
2025,3,5,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1618,1062,2025-03-05
2025,2,18,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1810,1029,2025-02-18
2025,8,8,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1803,757,2025-08-08
2025,4,10,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2600,1156,2025-04-10
2025,10,29,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3005,1755,2025-10-29
2025,11,22,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3048,1532,2025-11-22
2025,10,19,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2436,1091,2025-10-19
2025,8,13,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2524,1122,2025-08-13
2025,2,17,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,840,542,2025-02-17
2025,11,4,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1930,938,2025-11-04
2025,1,9,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2362,1467,2025-01-09
2025,10,9,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2051,748,2025-10-09
2025,1,31,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2389,1305,2025-01-31
2025,8,17,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2724,1293,2025-08-17
2025,10,21,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2639,1250,2025-10-21
2025,5,28,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1999,1140,2025-05-28
2025,5,29,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2286,1213,2025-05-29
2025,10,4,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2392,1137,2025-10-04
2025,12,6,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2269,1252,2025-12-06
2025,2,15,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2362,1269,2025-02-15
2025,11,4,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2337,1338,2025-11-04
2025,8,4,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2188,1110,2025-08-04
2025,11,13,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2635,1457,2025-11-13
2025,8,18,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2412,1186,2025-08-18
2025,9,24,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2794,1510,2025-09-24
2025,1,20,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1794,1146,2025-01-20
2025,8,2,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2421,1202,2025-08-02
2025,2,19,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1137,696,2025-02-19
2025,4,7,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,648,308,2025-04-07
2025,1,5,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2500,1322,2025-01-05
2025,4,28,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,574,250,2025-04-28
2025,2,10,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1144,555,2025-02-10
2025,3,26,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2184,1453,2025-03-26
2025,4,3,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2989,1452,2025-04-03
2025,1,2,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2275,1157,2025-01-02
2025,7,21,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2097,1093,2025-07-21
2025,8,28,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2724,1398,2025-08-28
2025,8,2,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2917,1553,2025-08-02
2025,6,6,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,3334,1694,2025-06-06
2025,11,16,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2250,1204,2025-11-16
2025,9,30,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2487,1326,2025-09-30
2025,4,23,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1027,500,2025-04-23
2025,7,8,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2625,1505,2025-07-08
2025,1,17,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2081,1298,2025-01-17
2025,11,3,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2125,1281,2025-11-03
2025,5,22,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2286,1130,2025-05-22
2025,4,6,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2304,1089,2025-04-06
2025,3,10,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1375,883,2025-03-10
2025,10,24,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1481,517,2025-10-24
2025,3,6,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1397,697,2025-03-06
2025,12,1,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1352,718,2025-12-01
2025,7,12,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2520,1312,2025-07-12
2025,3,15,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2907,1662,2025-03-15
2025,3,19,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1192,668,2025-03-19
2025,4,5,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2662,1316,2025-04-05
2025,10,22,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1933,898,2025-10-22
2025,7,11,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2784,1507,2025-07-11
2025,2,10,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1343,777,2025-02-10
2025,10,30,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2774,1261,2025-10-30
2025,3,23,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1937,1120,2025-03-23
2025,9,7,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2420,1338,2025-09-07
2025,6,26,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2446,1258,2025-06-26
2025,12,7,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1490,782,2025-12-07
2025,9,16,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2157,1119,2025-09-16
2025,1,22,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2174,1309,2025-01-22
2025,8,29,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2723,1505,2025-08-29
2025,5,25,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2201,939,2025-05-25
2025,8,20,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2454,1244,2025-08-20
2025,6,22,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3027,1704,2025-06-22
2025,2,22,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2118,1187,2025-02-22
2025,10,26,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2657,1084,2025-10-26
2025,12,1,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1605,913,2025-12-01
2025,12,20,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2068,1123,2025-12-20
2025,5,8,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2375,1159,2025-05-08
2025,1,3,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2397,1118,2025-01-03
2025,6,5,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2927,1786,2025-06-05
2025,11,23,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2496,1274,2025-11-23
2025,4,29,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,763,226,2025-04-29
2025,11,30,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2507,1422,2025-11-30
2025,3,4,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1000,595,2025-03-04
2025,12,3,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1944,1180,2025-12-03
2025,12,13,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1973,1100,2025-12-13
2025,7,29,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2683,1421,2025-07-29
2025,7,15,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,3058,1760,2025-07-15
2025,7,10,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2733,1514,2025-07-10
2025,11,18,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1703,922,2025-11-18
2025,1,27,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2045,1244,2025-01-27
2025,2,11,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1032,467,2025-02-11
2025,3,3,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1020,683,2025-03-03
2025,12,20,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2551,1397,2025-12-20
2025,10,24,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1158,398,2025-10-24
2025,7,18,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3185,1493,2025-07-18
2025,6,19,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2247,1220,2025-06-19
2025,2,26,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1646,963,2025-02-26
2025,11,3,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1865,955,2025-11-03
2025,9,27,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1524,609,2025-09-27
2025,8,12,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2792,1340,2025-08-12
2025,11,8,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2816,1356,2025-11-08
2025,7,21,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2494,1351,2025-07-21
2025,2,16,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2580,1214,2025-02-16
2025,10,11,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2685,1237,2025-10-11
2025,5,9,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2675,1522,2025-05-09
2025,3,5,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1255,732,2025-03-05
2025,5,11,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2994,1503,2025-05-11
2025,6,1,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2919,1667,2025-06-01
2025,7,22,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2107,1095,2025-07-22
2025,5,4,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3045,1520,2025-05-04
2025,11,17,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1702,950,2025-11-17
2025,7,28,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2673,1400,2025-07-28
2025,6,2,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1891,1125,2025-06-02
2025,12,10,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1710,1114,2025-12-10
2025,9,20,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2845,1259,2025-09-20
2025,9,5,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2509,1241,2025-09-05
2025,5,3,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3104,1541,2025-05-03
2025,3,29,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2170,1077,2025-03-29
2025,2,27,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2199,1388,2025-02-27
2025,6,14,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3099,1706,2025-06-14
2025,9,25,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2925,1370,2025-09-25
2025,6,29,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,108,23,2025-06-29
2025,8,14,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2558,1215,2025-08-14
2025,2,17,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,749,426,2025-02-17
2025,2,1,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2884,1647,2025-02-01
2025,2,5,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1269,550,2025-02-05
2025,7,15,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3184,1896,2025-07-15
2025,10,14,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2701,1348,2025-10-14
2025,5,23,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2319,1081,2025-05-23
2025,12,27,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2498,965,2025-12-27
2025,5,13,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2631,1314,2025-05-13
2025,5,1,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,439,158,2025-05-01
2025,1,4,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1826,925,2025-01-04
2025,7,31,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2508,1199,2025-07-31
2025,3,15,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2304,1241,2025-03-15
2025,4,9,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2376,1229,2025-04-09
2025,4,20,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,3036,1383,2025-04-20
2025,1,8,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,1805,1262,2025-01-08
2025,9,15,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2163,1053,2025-09-15
2025,7,23,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2353,1236,2025-07-23
2025,9,8,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2771,1424,2025-09-08
2025,3,8,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2005,1047,2025-03-08
2025,3,26,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1475,916,2025-03-26
2025,1,6,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,1669,887,2025-01-06
2025,5,13,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2021,960,2025-05-13
2025,5,20,TF2-TELEFERIK EYUP PIYERLOTI,Eyüp,,EyüpSultan,,,2757,1595,2025-05-20
2025,9,10,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2213,1115,2025-09-10
2025,10,18,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2707,1135,2025-10-18
2025,12,30,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2224,754,2025-12-30
2025,9,1,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2117,1143,2025-09-01
2025,4,19,TF2-TELEFERIK EYUP PIYERLOTI,Pierloti,,EyüpSultan,,,2705,1118,2025-04-19
